taskname,category
IT Telephony,FF&E + Millwork
IT Total Cost,FF&E + Millwork
IT Travel,FF&E + Millwork
IT Travel (Val),FF&E + Millwork
IT and Technology,FF&E + Millwork
IT and Technology - Contingency,Construction
IT and Technology- EXP,FF&E + Millwork
IT cost,FF&E + Millwork
IT&S,Uncategorized
"IT, Data Cabling",FF&E + Millwork
"IT, LAN, WAN, WIFI - Maureen Data Systems",Uncategorized
"IT, P&G Procured",Uncategorized
"IT, Security, & Telephone Allowance",Construction
"IT, Security, AV",FF&E + Millwork
"IT, Security, and AV Consultant",FF&E + Millwork
"IT, all",Uncategorized
"IT, internal",Uncategorized
IT- Fonet,Uncategorized
IT-Facilities Decomm OPEX,FF&E + Millwork
IT-Low Voltage/Electrical/TVs,FF&E + Millwork
IT-MAS,Uncategorized
IT-Relocate WAP.,Uncategorized
IT/ AV Design - Roku direct vendor,FF&E + Millwork
IT/ Audio/ Visual Integrator,FF&E + Millwork
IT/ Network Equipment,FF&E + Millwork
IT/ Security Consultant - TMT,FF&E + Millwork
IT/ WiFi,Uncategorized
IT/ Wifi System/ People Counter,Uncategorized
IT/AV,FF&E + Millwork
IT/AV Costs ?,FF&E + Millwork
IT/AV Design,FF&E + Millwork
IT/AV Design - Netcor,FF&E + Millwork
IT/AV Design and Equip.,FF&E + Millwork
IT/AV Design and Equipment,FF&E + Millwork
IT/AV Equipment,FF&E + Millwork
IT/AV Equipments (Align),FF&E + Millwork
IT/AV OPEX,FF&E + Millwork
IT/AV and Security,FF&E + Millwork
"IT/AV/ Access Pointe/ Leased Equipment - AVI SPL, DCS, SKC, Dell",FF&E + Millwork
IT/AV/COntingency,Construction
IT/AV/Cabling Equipment,FF&E + Millwork
IT/AV/SEC,FF&E + Millwork
IT/AV/Sec - CTCI,FF&E + Millwork
IT/AV/Security,FF&E + Millwork
IT/AV/Security - TMT,FF&E + Millwork
IT/AV/Security/Electrical,FF&E + Millwork
IT/Audio Visual,FF&E + Millwork
IT/Cabling,FF&E + Millwork
IT/Cabling (Design-Builder),FF&E + Millwork
IT/Cabling - Low Voltage,FF&E + Millwork
IT/Data/AV,Uncategorized
IT/LV,Uncategorized
IT/LowVoltage/Security,FF&E + Millwork
IT/Network,Uncategorized
IT/Network (CMT F&I),Uncategorized
IT/Network Cabling,FF&E + Millwork
IT/Network Cabling - Telelink,FF&E + Millwork
IT/Network/ Security,FF&E + Millwork
IT/Network/A/V,FF&E + Millwork
IT/Network/AV,Uncategorized
IT/PM Resource,Uncategorized
IT/Phone Changes,Uncategorized
IT/Phone Equipment,FF&E + Millwork
IT/Security,FF&E + Millwork
IT/Security - Fortify,FF&E + Millwork
IT/Security Consultant - Fortify,FF&E + Millwork
IT/Security/Telephones,FF&E + Millwork
IT/Special Systems,Uncategorized
IT/Technology,Uncategorized
IT/Telecom Consultant,FF&E + Millwork
IT/Telecom Design,FF&E + Millwork
IT/Telephone/Security Equipment,FF&E + Millwork
ITG IT Cost,Uncategorized
ITS,Uncategorized
ITS Capex,Uncategorized
ITS Expense,Uncategorized
ITS Move Management,FF&E + Millwork
ITS Opex,Uncategorized
ITS Project Expense,Uncategorized
IVA,Uncategorized
Ice Machines,Uncategorized
Icon Labor,Uncategorized
Icon Modern - Branding,FF&E + Millwork
Identification Devices,Uncategorized
Imaging Construction,Construction
Imaging Medical Equipment,FF&E + Millwork
Impact & Connection Fees,Soft Costs
Impact Fees,Soft Costs
Impact Fees - Fire and EMS,Construction
Impact Fees - Park,Soft Costs
Impact on 1st Floor Residents,Construction
Improvements CAP,Uncategorized
In Rack Sprinklers - EMF,Construction
In-House Baffled Ceiling,Uncategorized
In-House Consultants (Cabling),FF&E + Millwork
In-House Consultants (Cabling) - Exp,FF&E + Millwork
In-House Consultants (Cabling)-EXP,FF&E + Millwork
In-House Consultants (Engineering Srvcs),Soft Costs
In-House Consultants (Engineering Srvcs) - Exp,Soft Costs
In-House Consultants (Move Mgmt) - Exp,FF&E + Millwork
In-House Consultants (Proj Mgmt),Soft Costs
In-House Consultants (Proj Mgmt) - EXP,Soft Costs
In-House Consultants (Proj Mgmt) - Exp,Soft Costs
In-House Consultants (Proj Mgmt)-EXP,Soft Costs
In-House Consultants(Proj Mgmt) - Exp,Soft Costs
In-House Labor,Uncategorized
In-House Project Construction Costs,Construction
In-House Repair & Replace,Uncategorized
InSite - Interior,Construction
InSite Interior Designer,FF&E + Millwork
Indirect Costs,Uncategorized
Indirect/Specialty Cost Contingency,Construction
Industrial Racking,Uncategorized
Industrial Racking (Purdy),Uncategorized
Industrial Racking - Crown,Uncategorized
Infection Control,Uncategorized
Infection Control Phase I,Uncategorized
Infilling Doorway for Putback,Uncategorized
Info Systems & Technology,Uncategorized
Information Services,Uncategorized
Information Systems,Uncategorized
Information Tech,Uncategorized
Information Tech & Security - Linear,FF&E + Millwork
Information Tech Cons,Uncategorized
Information Tech/Security- Avisight,FF&E + Millwork
Information Technology,FF&E + Millwork
Information Technology (Hard Costs),FF&E + Millwork
Information Technology Contingency,Construction
Information Technology Systems,FF&E + Millwork
Information Technology: Equipment Removal,FF&E + Millwork
Infrastructure Hardware,Uncategorized
Infrastructure Labor,Uncategorized
Inhouse Consultants Cabling - Exp,FF&E + Millwork
Inhouse Consultants Engineering Srvcs- Exp,Soft Costs
Inhouse Consultants PM - Exp,Soft Costs
Initial Budget Approval,Uncategorized
Inner Loop / LL - 50% split,Uncategorized
Innovation Center,Uncategorized
Inside Source - FF&E,FF&E + Millwork
Inspection  - 3rd Party,FF&E + Millwork
Inspection - IOR,Soft Costs
Inspection - Med Gas,Soft Costs
Inspection Fees,Soft Costs
Inspections  - Med Gas,Soft Costs
Inspections & Testing,Soft Costs
Inspections (GTA),Soft Costs
Inspections - 3rd Party,FF&E + Millwork
Inspections - IOR,Soft Costs
Inspections - Med Gas,Soft Costs
Inspections / Testing,Soft Costs
Inspections / Testing (3rd Party),FF&E + Millwork
Inspections / Testing (Allowance),Construction
Inspections / Testing - The Casa Group,Soft Costs
Inspections / Testing / Cx,Soft Costs
Inspections and Testing,Soft Costs
"Inspections, Testing, & Agency Approvals",Soft Costs
Inspections/Testing,Soft Costs
Inspector of Record (IOR),Uncategorized
Install,Uncategorized
Install Cabling & Soundmasking,FF&E + Millwork
Install Furniture at Western Ave.,FF&E + Millwork
Install OFE,Uncategorized
Install Shelving,FF&E + Millwork
Install workstations,FF&E + Millwork
Install/Programming,Soft Costs
Installation,Uncategorized
Installation AV Monitor Bracket,FF&E + Millwork
Installation and Labor,Uncategorized
Installations and configuration,Uncategorized
Insulation,Construction
Insulation Metal Panels,Construction
Insurance,Soft Costs
Insurance & Bonds,Soft Costs
Insurance (.75%),Soft Costs
Insurance (1.95%),Soft Costs
Insurance (L & K at 1.75%),Soft Costs
Insurance - Builder's Risk,Soft Costs
Insurance - GC,Soft Costs
Insurance - General Liability,Soft Costs
Insurance - General Liability/Builder's Risk,Soft Costs
Insurance - Owner's Liability,Soft Costs
Insurance Adjuster's Fee 8% of Construction Costs,Soft Costs
Insurance Costs,Soft Costs
Insurance Deductible,Soft Costs
Insurance Fees,Soft Costs
Insurance/Taxes/Fees,Soft Costs
Insurances,Soft Costs
Insurances/Bonds/SDI/Permits,Soft Costs
Int & Ext Signage,FF&E + Millwork
Int & Ext Signage Removal,FF&E + Millwork
"Int Finish - Carpet, Paint, Ce",FF&E + Millwork
Int signage & furniture parts needed,FF&E + Millwork
Int/Ext Signage,FF&E + Millwork
Int/Ext Signage Removal,FF&E + Millwork
Integration,Uncategorized
"Integration, Programming Etc",Soft Costs
Intercom,Uncategorized
Interconnected Staircase,Uncategorized
Interconnecting Stair Infill,Uncategorized
Interest,Uncategorized
Interest Reserve,Uncategorized
Interior,Uncategorized
Interior & Building Exterior Signage,FF&E + Millwork
Interior & Exterior Signage,FF&E + Millwork
Interior & Exterior Signage/Branding,FF&E + Millwork
Interior & Exterior Signage/Graphics (L&M),FF&E + Millwork
Interior / Exterior Signage,FF&E + Millwork
Interior Architecture,Soft Costs
Interior Artwork,FF&E + Millwork
Interior Branding,FF&E + Millwork
Interior Branding / Graphics,FF&E + Millwork
Interior Branding / Signage,FF&E + Millwork
Interior Construction,Construction
Interior Construction  - direct work Allowances,Construction
Interior Construction (JT Magen),Construction
Interior Construction (incl. restroom),Construction
Interior Construction - Cosmetic Work,Construction
Interior Construction - Direct Costs,Construction
Interior Construction - LL's work,Construction
Interior Construction - trade costs,Construction
Interior Construction Contingency,Construction
Interior Construction Contract,Construction
Interior Design,FF&E + Millwork
Interior Design (Detailed & Delivery),FF&E + Millwork
Interior Design - Amy Hirsch,FF&E + Millwork
Interior Design - HBA,FF&E + Millwork
Interior Design Layout Consultant,FF&E + Millwork
Interior Design Package,FF&E + Millwork
Interior Design Professional Services,FF&E + Millwork
Interior Design Services,FF&E + Millwork
Interior Designer,FF&E + Millwork
Interior Designer - Hotel / Condo,FF&E + Millwork
Interior Designer - Tia Zoldan Interiors,FF&E + Millwork
Interior Designer Fee - PT FABS Indonesia,FF&E + Millwork
Interior Doors & Hardware,Uncategorized
Interior Furnishings,FF&E + Millwork
Interior Furnishings Contingency,Construction
Interior Furniture,FF&E + Millwork
Interior Graphics,FF&E + Millwork
"Interior Graphics / Branding (Logo, Etc.)",FF&E + Millwork
Interior Graphics/Branding,FF&E + Millwork
Interior Graphics/Signage,FF&E + Millwork
Interior Identification Signage,FF&E + Millwork
Interior Lab Renovation,Uncategorized
Interior Plants,FF&E + Millwork
Interior Plants & Artwork,FF&E + Millwork
Interior Shades & Room Darkening,Uncategorized
Interior Sign/Brand-OE,Uncategorized
Interior Signage,FF&E + Millwork
Interior Signage & Artwork,FF&E + Millwork
Interior Signage & Branding,FF&E + Millwork
Interior Signage & Branding / Messaging,FF&E + Millwork
Interior Signage & Graphics,FF&E + Millwork
Interior Signage & Graphics Allowance,Soft Costs
Interior Signage (Cade & Wayfinding),FF&E + Millwork
Interior Signage (Val),FF&E + Millwork
Interior Signage - 290 Signs,FF&E + Millwork
Interior Signage - Alphabet Shop,FF&E + Millwork
Interior Signage - Avalis,FF&E + Millwork
Interior Signage - Bldg Std/LEED,FF&E + Millwork
Interior Signage - Drive 21,FF&E + Millwork
Interior Signage - Location & Personnel,FF&E + Millwork
Interior Signage - Locational & Personnel,FF&E + Millwork
"Interior Signage - Locational & Personnel, logo for reception area",FF&E + Millwork
Interior Signage - Locational and Personal,FF&E + Millwork
Interior Signage - Locational and Personnel,FF&E + Millwork
Interior Signage - Logo Removal,FF&E + Millwork
Interior Signage - Logo for Reception Area,FF&E + Millwork
Interior Signage - Logo for Reception area,FF&E + Millwork
Interior Signage - Logo for reception area,FF&E + Millwork
Interior Signage - MMG Ortho,FF&E + Millwork
Interior Signage - NRH PT,FF&E + Millwork
Interior Signage - Office/Workstation,FF&E + Millwork
Interior Signage - Wayfinding & Room Signage,FF&E + Millwork
Interior Signage - locational & personnel,FF&E + Millwork
Interior Signage - locational and personnel,FF&E + Millwork
Interior Signage - logo,FF&E + Millwork
Interior Signage - logo for the reception area,FF&E + Millwork
Interior Signage - relocation to new office,FF&E + Millwork
Interior Signage / Branding,FF&E + Millwork
Interior Signage / Distraction Markings / Film,FF&E + Millwork
Interior Signage / Graphics,FF&E + Millwork
Interior Signage / Graphics / Branding,FF&E + Millwork
Interior Signage Removal,FF&E + Millwork
Interior Signage Vendor - LIFT,FF&E + Millwork
Interior Signage and Branding,FF&E + Millwork
Interior Signage and Graphics,FF&E + Millwork
Interior Signage and Graphics Allowance,Soft Costs
Interior Signage and Graphics Removal,FF&E + Millwork
"Interior Signage, Graphics Design & Installation - LIFT (Azign)",FF&E + Millwork
Interior Signage/Branding,FF&E + Millwork
Interior Signage/Branding (Deducted from Security Deposit),FF&E + Millwork
Interior Signage/Branding (UST),FF&E + Millwork
Interior Signage/Branding/Artwork,FF&E + Millwork
Interior Signage/Graphics,FF&E + Millwork
Interior Signage/Wayfinding,FF&E + Millwork
Interior Signange,Uncategorized
Interior Storefront,Uncategorized
Interior Work - ALLOWANCE,Construction
Interior Works,Uncategorized
Interior and Exterior Signage combined,FF&E + Millwork
Interior branding,FF&E + Millwork
Interior signage,FF&E + Millwork
Interior/ Exterior Signage,FF&E + Millwork
Interior/Exterior Signage,FF&E + Millwork
Interior/Lead Consultant,Soft Costs
Interior/Lead Consultant - EXP,Soft Costs
Interiors - DPR,Uncategorized
Interiors Construction,Construction
Internal Accountant,Uncategorized
Internal Ally IT - Do Not Use,Uncategorized
"Internal Electrical Work-Including IT Networking,IP based Telephone system",Construction
Internal Name Plates,Uncategorized
Internal Signage & Art,FF&E + Millwork
Internal Workstation Name Plates/Signage,FF&E + Millwork
Internal Workstation Signage,FF&E + Millwork
Internet Provider,Uncategorized
Internet Provider (Cogent & Spectrum),Uncategorized
Internet Service/WiFi/Cable TV Equipment,FF&E + Millwork
Inventory,Uncategorized
Inventory Racking,Uncategorized
Invista Internal Resources - INVISTA,Uncategorized
IoT Allowance,Construction
Itnerior/Exterior Signage,FF&E + Millwork
JA1002000-General Conditions,Construction
JA1002003-Site Cleaning,Construction
JA1010000-Landscape,Uncategorized
JA1011000-Construction Conting,Construction
JA1030000-Concrete,Construction
"JA1060000-Wood, Plastics, Composites",Uncategorized
JA1070000-Thermal & Moisture Protection,Construction
JA1080000-Openings,Construction
JA1090000-Finishes,Construction
JA1100000-Specialties,Uncategorized
JA1110000-Equipment,FF&E + Millwork
JA1120000-Furnishings,FF&E + Millwork
JA1130000-Special Construction,Construction
JA1140000-Elevators,Construction
JA1210000-Fire Suppression,Construction
JA1220000-Plumbing,Construction
JA1230000-HVAC,Construction
JA1250000-Integrated Automation,Uncategorized
JA1260000-Electrical,Construction
JA1270000-Communications,Construction
JA1310000-Earthwork,FF&E + Millwork
JA1330000-Utilities,Construction
JA2003000-A&E Design,Uncategorized
JA2003200-Construction Design,Construction
JA2003400-Misc. Consultant,Soft Costs
JA2003600-Landscape Architect,Soft Costs
JA2003700-Site Test and Inspect,Construction
JA2003800-Project Management,Soft Costs
JA2003900-Commissioning Agent,Soft Costs
JA2004000-Owner Equipment,FF&E + Millwork
JA2008000-Permits,Soft Costs
JA2009000-Miscellaneous,Uncategorized
JA2009210-Site Safety,Construction
JCI - EMR Scope Only,Uncategorized
JGoff Misc. Invoices,Uncategorized
JH Kelly,Uncategorized
JHKelly,Uncategorized
JHKelly - boiler leak repair OTE,Construction
JLL,Soft Costs
JLL (Project Management),Soft Costs
JLL - Change Management,Soft Costs
JLL - Fee,Soft Costs
JLL - PDS,Soft Costs
JLL - PDS - Development,Soft Costs
JLL - PDS - Interiors,Soft Costs
JLL - PDS Fee,Soft Costs
JLL - PM Fee,Soft Costs
JLL - Project Fee,Soft Costs
JLL - Project Management,Soft Costs
JLL - Project Management (12869),Soft Costs
JLL - Project Management Fee,Soft Costs
JLL - Project Management Fees,Soft Costs
JLL Architect incl MEPS,Soft Costs
"JLL Architecture, LLC",Soft Costs
JLL As-Builts,Soft Costs
JLL Construction Fee,Soft Costs
JLL Construction Management Fee,Soft Costs
JLL Construction Management fee,Soft Costs
JLL Contract,Soft Costs
JLL Cost Management,Soft Costs
JLL Dedicated Project Management,Soft Costs
JLL Design,Soft Costs
JLL Design Build Fees,Soft Costs
JLL Design/BRR Branding,FF&E + Millwork
